arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,observedControlBytes,expectedControlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-no-emergency,closure,response-blackout,16094408,1559852,12543667,12543667,0,1225980,610566,18473958572,49638314,46949,434323683,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,24,0,0,0,4,0,0,4.94491205184207,0.944912051842072,1,7.29021313634542,0,7.29021313634542,0,13462,6.22798295456737,0,-0.0860252964888483,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.934881004526208,4,3,60,147,0,0.506755027742163,0.871023588102278,0.801923444997996,0.177772509112297,0.433835238654998,0.685078125002411,0,0,326,0,0,1,113,0,0,0,0,0,0,0,0,0,0,0,0,836,836,186,186,304,304,12806,12806,12806,0.409792,0.409792,1,1.11022302462516e-16,0,0,0.350710055418138,0.362978960002748,0.751452338984708,0,0,1.12742399999999,0.409792,0.146401523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094408,1559852,12543667,12543667,0,1225980,610566,18697160289,49664386,46949,656352696,139599878,139599878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.980289900207217,1,0.980289900207217,1,14018,0.786612420973553,1,0.168073720724966,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.131278935038484,0.209908567123081,0.107831889022794,0.0716957313213105,0.180920856823917,0.054589809773592,1,1,326,1,1,1,87,87,0,29,143,31,0,0,0,0,0,0,0,1015,1015,233,233,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.137567517581566,0.151771629888932,1.04859920802622,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094408,1559852,12543667,12543667,0,1225980,610566,18646961028,51654890,46949,657176127,139599878,139599878,1,1,3,1,4,1,1,48,56,1,1,1,24,1,0,1,3,0,1,4.94491205184207,0.944912051842072,1,0.976881415317018,1,0.976881415317018,1,13462,0.786422066416848,1,0.193911844550959,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.320338735581837,4,3,12,17,6,0.127648647342359,0.20966449032364,0.107456955684872,0.073762447962572,0.180877075275875,0.0548028345649174,1,1,326,1,1,1,92,92,8,29,152,32,0,0,0,0,0,0,0,1023,1023,225,225,132,132,4388,4388,4388,0.140416,0.140416,1,1.11022302462516e-16,0,0,0.138759193730588,0.141304027712112,1.04043637124298,0,0,1.47455999999999,0.140416,0.153807238095237
periodic-iid20,periodic,none,16094409,556822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109158242801602,0.109583026639433,1.07405663120732,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094409,556822,16756016,16756016,0,1392334,610566,18750304066,51705088,46949,656851035,139601778,139601778,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.07405473225648,0,1.07405473225648,0,13418,0.819937637691544,1,0.19424920074837,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.299605781865966,2,3,12,16,2,0.116533176538693,0.23001012764728,0.118146020548213,0.0910218001508256,0.188585656669055,0.0530746727010887,1,1,326,1,1,1,23,23,5,6,40,6,0,0,0,0,0,0,0,1002,1002,246,246,125,125,4104,4104,4104,0.131328,0.131328,1,8.88178419700125e-16,0,0,0.140804996977281,0.14288061081361,1.02433253681401,0,0,1.47455999999999,0.131328,0.152941714285713
closure-response-blackout-emergency,closure,response-blackout,16094409,556822,16756016,16756016,0,1392334,610566,18502907574,50474385,46949,656625536,139601778,139601778,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.08568128021824,0,1.08568128021824,0,13418,0.816985569062654,1,0.192588179630526,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930208789604322,2,3,60,149,0,0.11699524554314,0.230412449935815,0.119424940824007,0.0917261505108995,0.18790668088441,0.05368150301249,1,1,326,1,1,1,114,114,28,29,174,54,0,0,0,0,0,0,0,988,988,260,260,304,304,12742,12742,12742,0.407744,0.407744,1,8.88178419700125e-16,0,0,0.141921916815853,0.144067891415205,1.02658976673954,0,0,1.47455999999999,0.407744,0.179267047619047
closure-response-blackout-no-emergency,closure,response-blackout,16094409,556822,16756016,16756016,0,1392334,610566,18502907574,50474385,46949,433109116,139601778,139601778,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.40317081094846,0,7.40317081094846,0,13418,6.41188720800583,0,-0.114854228450323,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930208789604322,2,3,60,149,0,0.50429003604858,0.883434420788061,0.814348789204331,0.219946972705371,0.421857680319746,0.705307592880642,0,0,326,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,814,814,206,206,304,304,12742,12742,12742,0.407744,0.407744,1,8.88178419700125e-16,0,0,0.355894714229122,0.368111243499227,0.762448038571381,0,0,1.12435199999999,0.407744,0.145913904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094409,556822,16756016,16756016,0,1392334,610566,18723779783,49660120,46949,657156938,139601778,139601778,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.06381864126406,0,1.06381864126406,0,14018,0.817042220266036,1,0.141502143579409,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.116246740380857,0.2283874812519,0.117020050539046,0.0919806827761087,0.187919710661188,0.0528134943577592,1,1,326,1,1,1,86,86,0,29,127,45,0,0,0,0,0,0,0,988,988,260,260,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.139185683817,0.152926189160656,1.04120812425953,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094409,556822,16756016,16756016,0,1392334,610566,18678366713,52244406,46949,656712265,139601778,139601778,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.07625204131429,0,1.07625204131429,0,13418,0.816968073786331,1,0.190683921362262,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.307782157979267,2,3,12,16,6,0.116181194353313,0.229659411857101,0.118387724544572,0.0904593310173192,0.187902656970856,0.053883879197254,1,1,326,1,1,1,91,91,6,29,143,39,0,0,0,0,0,0,0,994,994,254,254,129,129,4216,4216,4216,0.134912,0.134912,1,8.88178419700125e-16,0,0,0.141219457681404,0.143321495236443,1.02468916113308,0,0,1.47455999999999,0.134912,0.153283047619047
periodic-iid20,periodic,none,16094410,490293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108732338362762,0.109105219935736,1.05648896487409,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094410,490293,14108356,14108356,0,1189256,610566,18758793775,51612052,46949,656962401,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,24,1,1,4,0,0,0,4.94491205184207,0.944912051842072,1,0.96069971189723,1,0.96069971189723,1,13462,0.867832555637062,1,0.174252120822091,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.320922762447073,4,8,12,16,4,0.113233613345029,0.220960933736363,0.101322056845628,0.0875194959162517,0.199601487796524,0.0523048749168693,1,1,326,1,1,1,35,35,8,11,62,8,0,0,0,0,0,0,0,1019,1019,229,229,134,134,4396,4396,4396,0.140672,0.140672,1,0,0,0,0.148084775157877,0.151883098409164,1.01680754083836,0,0,1.47455999999999,0.140672,0.153831619047618
